_id__$oid	id	code	name	short_name	campus	lat	lng	address__street	address__city	address__province	address__country	address__postal
56af1083a6b3f10a7e86cd4b	53	WR	Leighton Goldie McCarthy House (Child Study)	McCarthy	UTSG	43.66967	-79.40607	45  Walmer Road	Toronto	ON	Canada	M5R 2X2
56af1083a6b3f10a7e86cd4c	194	KT	TWH-Krembil Discovery Tower	TWH-Krembil	UTSG	0	0	399 Bathurst Street	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd4d	13	WT	Whitney Hall	Whitney Hall	UTSG	43.66376	-79.39794	85  St. George Street	Toronto	ON	Canada	M5S 2E5
56af1083a6b3f10a7e86cd4e	25	FG	FitzGerald Building	FitzGerald	UTSG	43.66006	-79.39245	150  College Street	Toronto	ON	Canada	M5S 1A8
56af1083a6b3f10a7e86cd4f	52	CB	Best Institute	Best Inst.	UTSG	43.66037	-79.38929	112  College St	Toronto	ON	Canada	M5G 1L6
56af1083a6b3f10a7e86cd50	71	OG	College Street-92	College-92	UTSG	43.66061	-79.38811	92  College Street	Toronto	ON	Canada	M5S 1L5
56af1083a6b3f10a7e86cd51	75	FC	Faculty Club	Faculty Club	UTSG	43.66115	-79.40049	41  Willcocks Street	Toronto	ON	Canada	M5S 1C7
56af1083a6b3f10a7e86cd52	323G	XX323G	Schreiberwood Res - Block G (Phase I)	Schreiberwood-G	UTM	43.54962	-79.6671	3401 Residence  Road	Mississauga	ON	Canada	L5L 1J7
56af1083a6b3f10a7e86cd53	200J	PO	Portable 101	Portable 101	UTSC	43.78379	-79.18842		Scarborough	ON	Canada	
56af1083a6b3f10a7e86cd54	28	AR	Architecture Building	Architecture	UTSG	43.65868	-79.39791	230  College Street	Toronto	ON	Canada	M5T 1R2
56af1083a6b3f10a7e86cd55	334	IB	Instructional Centre (UTM)	Instr Ctr	UTM	43.55154	-79.66382	1599 Outer Circle	Mississauga	ON	Canada	L5L 1C6
56af1083a6b3f10a7e86cd56	27	PG	Physical Geography Building	Geography	UTSG	43.66036	-79.39655	45  St. George Street	Toronto	ON	Canada	M5S 2E5
56af1083a6b3f10a7e86cd57	72	RW	Ramsay Wright Laboratories	RamsayWright	UTSG	43.66312	-79.39898	25  Harbord Street	Toronto	ON	Canada	M5S 3G5
56af1083a6b3f10a7e86cd58	061A	NB	Borden Building North	Borden North	UTSG	43.66041	-79.4	563  Spadina Crescent	Toronto	ON	Canada	M5S 2J7
56af1083a6b3f10a7e86cd59	012A	MU	Munk School of Global Affairs at Trinity	Munk-Trinity	UTSG	43.6653	-79.39679	1  Devonshire Place	Toronto	ON	Canada	M5S 3K7
56af1083a6b3f10a7e86cd5a	133	IS	Innis College Student Residence	Innis Resid	UTSG	43.66592	-79.39877	111  St. George Street	Toronto	ON	Canada	M5S 2E8
56af1083a6b3f10a7e86cd5b	323A	XX323A	Schreiberwood Res - Block A (Phase I)	Schreiberwood-A	UTM	43.54922	-79.6683	3400 Residence Road	Mississuaga	ON	Canada	L5L 1J7
56af1083a6b3f10a7e86cd5c	4	MR	McMurrich Building	McMurrich	UTSG	43.66111	-79.39287	12  Queen's Park Crescent W	Toronto	ON	Canada	M5S 1S8
56af1083a6b3f10a7e86cd5d	421	TF	Teefy Hall	Teefy Hall	UTSG	43.66532	-79.39087	57  Queen's Park Crescent East	Toronto	ON	Canada	M5S 2C4
56af1083a6b3f10a7e86cd5e	131	NR	New College III	New Coll III	UTSG	43.66101	-79.40078	45  Willcocks Street	Toronto	ON	Canada	M5S 1C7
56af1083a6b3f10a7e86cd5f	324C	XX324C	Roy Ivor Hall Res - House C (Phase VI)	Ivor Hall-C	UTM	43.54846	-79.66699	3370 Residence Road	Mississauga	ON	Canada	L5L 1C6
56af1083a6b3f10a7e86cd60	434	TH	Toronto School of Theology	T.S.T.	UTSG	43.66476	-79.39065	47  Queen's Park Crescent East	Toronto	ON	Canada	M5S 2C3
56af1083a6b3f10a7e86cd61	143	KS	Koffler Student Services Centre	Koffler Cent	UTSG	43.65917	-79.39689	214  College Street	Toronto	ON	Canada	M5T 2Z9
56af1083a6b3f10a7e86cd62	528	LI	Lillian Massey Building	L Massey	UTSG	43.66835	-79.39367	125 Queen's Park	Toronto	ON	Canada	M5S 2C7
56af1083a6b3f10a7e86cd63	422	GH	Gilson House	Gilson House	UTSG	43.66574	-79.39004	8  Elmsley Place	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd64	152	RU	Rehabilitation Sciences Building	Rehab Sci	UTSG	43.65546	-79.38917	500  University Avenue	Toronto	ON	Canada	M5G 1V7
56af1083a6b3f10a7e86cd65	433	XQ	Queen's Park Crescent East-43	Queen's E-43	UTSG	43.66455	-79.39059	43  Queen's Park Crescent East	Toronto	ON	Canada	M5S 2C3
56af1083a6b3f10a7e86cd66	328	XR	UTM Student Centre	UTM-Stdt Ctr	UTM	43.54895	-79.66394	1815 Inner Circle	Mississauga	ON	Canada	L5L 1C6
56af1083a6b3f10a7e86cd67	91	GM	Luella Massey Studio Theatre	Studio Thtre	UTSG	43.66435	-79.40107	4  Glen Morris Street	Toronto	ON	Canada	M5S 1J1
56af1083a6b3f10a7e86cd68	204	AA	Arts & Admin Building	Arts & Admin	UTSC	43.78458	-79.18735	1265 Military Trail	Scarborough	ON	Canada	M1C 1A4
56af1083a6b3f10a7e86cd69	205	SY	Science Research Building	Sci Research	UTSC	43.78426	-79.18949		Scarborough	ON	Canada	
56af1083a6b3f10a7e86cd6a	64	GD	Graduate House	Graduate Hse	UTSG	43.66338	-79.40164	60  Harbord Street	Toronto	ON	Canada	M5S 1A1
56af1083a6b3f10a7e86cd6b	502	EM	Emmanuel College	Emmanuel	UTSG	43.66673	-79.39282	75  Queen's Park	Toronto	ON	Canada	M5S 1K7
56af1083a6b3f10a7e86cd6c	43	GS	School of Graduate Studies	SGS	UTSG	43.662	-79.39711	65  St. George Street	Toronto	ON	Canada	M5S 2E5
56af1083a6b3f10a7e86cd6d	006B	RB	Thomas Fisher Rare Book Library Building	Rare Book	UTSG	43.66405	-79.39894	120  St. George Street	Toronto	ON	Canada	M5S 1A5
56af1083a6b3f10a7e86cd6e	261	XX261	Coach House - Old Kingston Rd	Coach House	UTSC	43.77885	-79.18473	130 Old Kingston Road	Scarborough	ON	Canada	M1E 3J5
56af1083a6b3f10a7e86cd6f	79	AP	Anthropology Building	Anthropology	UTSG	43.65987	-79.39845	19  Russell Street	Toronto	ON	Canada	M5S 2S2
56af1083a6b3f10a7e86cd70	32	WE	Wetmore Hall-New College	Wetmore Hall	UTSG	43.66224	-79.40059	300  Huron Street	Toronto	ON	Canada	M5S 2Z3
56af1083a6b3f10a7e86cd71	171	TT	Spadina Ave-455	Spadina-455	UTSG	43.65821	-79.3997	455  Spadina Avenue	Toronto	ON	Canada	M5S 2G8
56af1083a6b3f10a7e86cd72	326	XX326	Oscar Peterson Hall (Phase VIII)	OscarPeterson	UTM	43.54877	-79.66598	3375 Residence Road	Mississauga	ON	Canada	L5L 6A2
56af1083a6b3f10a7e86cd73	312	XX312	Central Utilities Plant	Central Util	UTM	43.55179	-79.66213	1630 Outer Circle	Mississauga	ON	Canada	
56af1083a6b3f10a7e86cd74	127	AD	Enrolment Services	Enrol Serv	UTSG	43.66812	-79.40046	172 St. George Street	Toronto	ON	Canada	M5R 0A3
56af1083a6b3f10a7e86cd75	419	MH	More House	More House	UTSG	43.6656	-79.39086	59  Queen's Park Crescent East	Toronto	ON	Canada	M5S 2C4
56af1083a6b3f10a7e86cd76	200H	HW	Humanities Wing (H-Wing)	H-Wing	UTSC	43.78345	-79.18704	1265 Military Trail	Scarborough	ON	Canada	M1C 1A4
56af1083a6b3f10a7e86cd77	032A	WI	Wilson Hall-New College	Wilson Hall	UTSG	43.66176	-79.40035	40  Willcocks Street	Toronto	ON	Canada	M5S 1C6
56af1083a6b3f10a7e86cd78	435	SR	Sam Sorbara Hall Student Residence	Sorbara Hall	UTSG	43.66576	-79.38904	70  St. Joseph Street	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd79	407	AH	Muzzo Family Alumni Hall	Alumni Hall	UTSG	43.66479	-79.39015	121  St. Joseph Street	Toronto	ON	Canada	M5S 1J4
56af1083a6b3f10a7e86cd7a	329	CC	"Communication, Culture & Technology"	CCT	UTM	43.55003	-79.66308	1800 MIddle Road	Mississauga	ON	Canada	L5L 1C6
56af1083a6b3f10a7e86cd7b	132	IN	Innis College	Innis Coll	UTSG	43.66557	-79.39948	2  Sussex Avenue	Toronto	ON	Canada	M5S 1J5
56af1083a6b3f10a7e86cd7c	030A	VA	Varsity Centre	Varsity Centre	UTSG	43.66724	-79.3963	299  Bloor Street West	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd7d	160	DC	Terrence Donnelly Ctr for Cellular & Biomolecular Res	DonnellyCCBR	UTSG	43.66016	-79.39288	160  College Street	Toronto	ON	Canada	M5S 3E1
56af1083a6b3f10a7e86cd7e	501	VC	Victoria College	Victoria	UTSG	43.6669	-79.39201	91  Charles Street West	Toronto	ON	Canada	M5S 1K7
56af1083a6b3f10a7e86cd7f	413	BS	St. Basil's Church	Basil Church	UTSG	43.66632	-79.38917	50  St. Joseph Street	Toronto	ON	Canada	M5S IJ4
56af1083a6b3f10a7e86cd80	82	GA	Gage Building	Gage Bldg	UTSG	43.6582	-79.39709	223  College Street	Toronto	ON	Canada	M5T 1R4
56af1083a6b3f10a7e86cd81	210E	XX210E	Block E (Student Townhouse Res-Phase I)	Block E-Pse I	UTSC	43.78336	-79.18461	1295 Military Trail	Scarborough	ON	Canada	M1C 3A8
56af1083a6b3f10a7e86cd82	323R	XX323R	Leacock Lane Res - Block R (Phase IV)	Leacock-R	UTM	43.54581	-79.66356	1900 Outer Circle	Mississauga	ON	Canada	L5L 1J7
56af1083a6b3f10a7e86cd83	575	KX	Knox College	Knox	UTSG	43.66136	-79.39696	59  St. George Street	Toronto	ON	Canada	M5S 2E6
56af1083a6b3f10a7e86cd84	518	RJ	Rowell Jackman Hall	Jackman Hall	UTSG	43.66742	-79.39082	85  Charles Street West	Toronto	ON	Canada	M5S 1K5
56af1083a6b3f10a7e86cd85	210L	XX210L	Block L(Student Townhouse Res-Phase III)	Block L-Pse III	UTSC	43.78529	-79.18905	1235 Military Trail	Scarborough	ON	Canada	M1C 1A3
56af1083a6b3f10a7e86cd86	425	SV	Sullivan House	Sullivan	UTSG	43.6654	-79.38998	96  St. Joseph Street	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd87	57	BF	Bancroft Building	Bancroft Bld	UTSG	43.66093	-79.39972	4  Bancroft Avenue	Toronto	ON	Canada	M5S 1C1
56af1083a6b3f10a7e86cd88	154	HS	Health Sciences Building	Health Sci	UTSG	43.65904	-79.39288	155  College Street	Toronto	ON	Canada	M5T 1P8
56af1083a6b3f10a7e86cd89	67	HU	Huron Street-215	Huron-215	UTSG	43.6593	-79.39824	215  Huron Street	Toronto	ON	Canada	M5S 1A2
56af1083a6b3f10a7e86cd8a	189	FA	Spadina Avenue-720	Spadina-720	UTSG	43.6654	-79.40363	720  Spadina Avenue	Toronto	ON	Canada	M5S 2T9
56af1083a6b3f10a7e86cd8b	420	FS	Fisher House	Fisher House	UTSG	43.66546	-79.39081	59  Queen's Park Crescent East	Toronto	ON	Canada	M5S 2C4
56af1083a6b3f10a7e86cd8c	102	TR	Soldiers' Tower	Soldiers Twr	UTSG	43.66351	-79.39522	7  Hart House Circle	Toronto	ON	Canada	M5S 3H3
56af1083a6b3f10a7e86cd8d	153	CD	Spadina Road-56	SpadinaRd-56	UTSG	43.66967	-79.40534	56  Spadina Road	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd8e	200N	PO	Portable 104	Portable 104	UTSC	43.78412	-79.18899		Scarborough	ON	Canada	
56af1083a6b3f10a7e86cd8f	17	PL	Queen's Park-90	Queen'sPk-90	UTSG	0	0	90 Queen's Park	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd90	123	OI	Ontario Institute for Studies in Education	OISE	UTSG	43.66828	-79.39846	252  Bloor Street West	Toronto	ON	Canada	M5S 1V6
56af1083a6b3f10a7e86cd91	38	WW	Woodsworth College	Woodsworth	UTSG	43.6664	-79.39879	119  St. George Street	Toronto	ON	Canada	M5S 1A9
56af1083a6b3f10a7e86cd92	85	CX	College Street - 245	College St-245	UTSG	0	0	245 College Street	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd93	790	XX790	Charles St. West-30	CharlesW-30	UTSG	43.66899	-79.38648	30  Charles St. West	Toronto	ON	Canada	M4Y 1R5
56af1083a6b3f10a7e86cd94	508	MG	Margaret Addison Hall	M Addison	UTSG	43.66826	-79.39252	140  Charles Street West	Toronto	ON	Canada	M5S 1K9
56af1083a6b3f10a7e86cd95	428	BH	Founders House	Founders	UTSG	43.66551	-79.38935	1  Elmsley Place	Toronto	ON	Canada	
56af1083a6b3f10a7e86cd96	36	AB	Astronomy & Astrophysics Building	Astronomy	UTSG	43.66066	-79.39734	50  St. George Street	Toronto	ON	Canada	M5S 3H4
56af1083a6b3f10a7e86cd97	97	ME	Queen's Park Crescent East-39	QueenPk-39	UTSG	43.66424	-79.39041	39  Queen's Park Crescent East	Toronto	ON	Canada	M5S 2C3
56af1083a6b3f10a7e86cd98	22	MC	Mechanical Engineering Building	Mech Eng	UTSG	43.65993	-79.39403	5  King's College Road	Toronto	ON	Canada	M5S 3G8
56af1083a6b3f10a7e86cd99	426	CR	Carr Hall	Carr Hall	UTSG	43.66523	-79.39051	100  St. Joseph Street	Toronto	ON	Canada	M5S 1J4
56af1083a6b3f10a7e86cd9a	006A	BL	Claude T. Bissell Building	Bissell Bldg	UTSG	43.66503	-79.3993	140  St. George Street	Toronto	ON	Canada	M5S 3G6
56af1083a6b3f10a7e86cd9b	2	HH	Hart House	Hart House	UTSG	43.6637	-79.39452	7  Hart House Circle	Toronto	ON	Canada	M5S 3H3
56af1083a6b3f10a7e86cd9c	263	XX263	Miller Lash House	Miller Lash	UTSC	43.77996	-79.18539	130 Old Kingston Road	Scarborough	ON	Canada	M1E 3J5
56af1083a6b3f10a7e86cd9d	34	MA	Massey College	Massey Coll	UTSG	43.66484	-79.39728	4  Devonshire Place	Toronto	ON	Canada	M5S 2E1
56af1083a6b3f10a7e86cd9e	73	LM	Lash Miller Chemical Laboratories	Lash Miller	UTSG	43.6614	-79.39781	80  St. George Street	Toronto	ON	Canada	M5S 3H6
56af1083a6b3f10a7e86cd9f	323N	XX323N	Putnam Place Res - Block N (Phase III)	Putman-N	UTM	43.54695	-79.66511	1930 Outer CIrcle	Mississauga	ON	Canada	L5L 1J7
56af1083a6b3f10a7e86cda0	211	FL	Joan Foley Hall (Student Res-Phase IV)	Foley Hall	UTSC	43.78297	-79.18515	1295  Military Trail	Scarborough	ON	Canada	M1C 1A3
56af1083a6b3f10a7e86cda1	507	GC	Goldring Student Centre	Goldring Ctr	UTSG	43.66764	-79.3926	150  Charles Street West	Toronto	ON	Canada	M5S 1K9
56af1083a6b3f10a7e86cda2	88	WA	St. George Street123	StGeorge-123	UTSG	43.6669	-79.39921	123  St. George Street	Toronto	ON	Canada	M5S 2E8
56af1083a6b3f10a7e86cda3	65	DN	Dentistry Building	Dentistry	UTSG	43.65627	-79.38714	124  Edward Street	Toronto	ON	Canada	M5G 1G6
56af1083a6b3f10a7e86cda4	301	XX301	Lislehurst (Principal's Residence)	Lislehurst	UTM	43.55468	-79.66877	3369 Principal's Road	Mississauga	ON	Canada	
56af1083a6b3f10a7e86cda5	129	ER	Early Learning Centre	Early Learn	UTSG	43.66391	-79.40115	7  Glen Morris Street	Toronto	ON	Canada	M5S 1H9
56af1083a6b3f10a7e86cda6	26	CU	Cumberland House	Cumberland	UTSG	43.65946	-79.3959	33  St. George Street	Toronto	ON	Canada	M5S 2E3
56af1083a6b3f10a7e86cda7	90	ZC	College Street-88	College-88	UTSG	43.66077	-79.38784	88  College Street	Toronto	ON	Canada	M5G 1L4
56af1083a6b3f10a7e86cda8	210H	XX210H	Block H (Student Townhouse Res-Phase II)	Block H-Pse II	UTSC	43.78283	-79.18366	1295 Military Trail	Scarborough	ON	Canada	M1C 3A8
56af1083a6b3f10a7e86cda9	5	MS	Medical Sciences Building	MSB	UTSG	43.66074	-79.39373	1  King's College Circle	Toronto	ON	Canada	M5S 1A8
56af1083a6b3f10a7e86cdaa	158	CN	Chestnut Residence and Conference Centre	Chestnut-89	UTSG	43.65431	-79.38536	89  Chestnut Street	Toronto	ON	Canada	M5G 1R1
56af1083a6b3f10a7e86cdab	323M	XX323M	Putnam Place Res - Block M (Phase III)	Putman-M	UTM	43.54666	-79.66507	1930 Outer Circle	Mississauga	ON	Canada	L5L 1J7
56af1083a6b3f10a7e86cdac	200M	MW	Social Sciences Building	Social Sci	UTSC	43.78286	-79.18603	1265 Military Trail	Scarborough	ON	Canada	M1C 1A4
56af1083a6b3f10a7e86cdad	427	MZ	McCorkell House	McCorkell	UTSG	43.66543	-79.38987	2  Elmsley Place	Toronto	ON	Canada	
56af1083a6b3f10a7e86cdae	429	KL	J. M. Kelly Library	J.M. Kelly	UTSG	43.66485	-79.38953	113  St. Joseph Street	Toronto	ON	Canada	M5S 1J4
56af1083a6b3f10a7e86cdaf	21	EA	Engineering Annex	Eng Annex	UTSG	43.6596	-79.39541	11  King's College Road	Toronto	ON	Canada	M5S 1A4
